observationid,region,year,month,quarter,type,averageprice,totalvolume,supplierid
13042,Boise,2016,5,2,Conventional,0.65,75996.51,C
10366,New York,2017,5,2,Organic,2.38,76002.26,C
5972,Plains,2018,9,3,Organic,1.41,76003.53,C
9682,Plains,2017,2,1,Organic,1.39,76034.02,C
3707,Syracuse,2018,11,4,Conventional,1.17,76044.27,C
16824,Los Angeles,2016,10,4,Organic,1.52,76112.99,A
831,Plains,2019,2,1,Organic,1.14,76169.69,C
14146,Spokane,2016,10,4,Conventional,1.19,76241.91,A
3131,Boise,2018,9,3,Conventional,1.49,76257.87,C
16460,Northeast,2016,8,3,Organic,1.85,76276.8,A
14870,Northeast,2016,1,1,Organic,1.67,76290.32,A
3449,Boise,2018,10,4,Conventional,1.32,76334.46,C
10965,Southeast,2017,8,3,Organic,1.85,76353.2,C
14813,Midsouth,2016,1,1,Organic,1.46,76440.12,A
11388,South Central,2017,10,4,Organic,2.13,76471.6,C
5102,Detroit,2018,6,2,Organic,1.22,76602.97,C
3228,Spokane,2018,9,3,Conventional,1.53,76683.64,C
9957,Seattle,2017,4,2,Organic,1.02,76855.75,C
407,Plains,2019,3,1,Organic,1.25,76948.84,C
4329,Plains,2018,2,1,Organic,1.57,76998.78,C
6230,New York,2018,11,4,Organic,1.8,76999.86,C
17410,Midsouth,2016,12,4,Organic,1.46,77030.91,A
10437,Southeast,2017,6,2,Organic,1.82,77032.09,C
9170,Albany,2017,12,4,Conventional,1.45,77039.09,C
3493,Spokane,2018,10,4,Conventional,1.41,77081.87,C
11760,Southeast,2017,11,4,Organic,1.56,77114.49,C
11177,Southeast,2017,9,3,Organic,2.17,77245.2,C
9897,Portland,2017,3,1,Organic,0.68,77379.73,C
11071,Southeast,2017,8,3,Organic,2.16,77416.4,C
9404,Los Angeles,2017,1,1,Organic,1.27,77418.61,C
8740,Spokane,2017,10,4,Conventional,1.31,77451.36,C
7947,Syracuse,2017,7,3,Conventional,1.38,77529.57,C
10859,Southeast,2017,7,3,Organic,1.63,77530.96,C
8051,Spokane,2017,7,3,Conventional,1.44,77668,C
11124,Southeast,2017,9,3,Organic,2.26,77686.48,C
17354,Los Angeles,2016,12,4,Organic,1.31,77692.93,A
3705,Spokane,2018,11,4,Conventional,1.32,77703.42,C
14155,Boise,2016,10,4,Conventional,1.09,77804.54,A
8157,Spokane,2017,8,3,Conventional,1.55,77832.62,C
6025,Plains,2018,10,4,Organic,1.4,77874.83,C
12300,Boise,2016,2,1,Conventional,0.94,78070.34,C
13300,Syracuse,2016,6,2,Conventional,1.35,78211.73,A
5495,Plains,2018,7,3,Organic,1.35,78221.96,C
1640,Syracuse,2018,2,1,Conventional,1.3,78222.88,C
14122,Louisville,2016,10,4,Conventional,1.15,78262.36,A
15151,South Central,2016,2,1,Organic,1.28,78298.97,A
5813,Plains,2018,9,3,Organic,1.53,78357.15,C
14676,Spokane,2016,12,4,Conventional,0.97,78377.53,A
3787,Louisville,2018,11,4,Conventional,1.15,78402.17,C
8212,Syracuse,2017,8,3,Conventional,1.45,78489.49,C
3184,Boise,2018,9,3,Conventional,1.5,78523.91,C
8846,Spokane,2017,11,4,Conventional,1.32,78530.28,C
5230,Plains,2018,6,2,Organic,1.35,78539.39,C
13784,Boise,2016,8,3,Conventional,0.99,78599.85,A
8398,Louisville,2017,9,3,Conventional,1.65,78604.92,C
14422,Buffalo/Rochester,2016,11,4,Conventional,1.63,78675.66,A
10806,Southeast,2017,7,3,Organic,1.72,78813.04,C
6343,Plains,2018,11,4,Organic,1.33,78830.34,C
3892,Los Angeles,2018,1,1,Organic,1.74,78872.75,C
937,Plains,2019,1,1,Organic,1.23,79026,C
898,Syracuse,2019,1,1,Conventional,1.16,79040.74,C
6320,Denver,2018,11,4,Organic,1.24,79064.68,C
12032,Albany,2016,1,1,Conventional,1.28,79121.77,C
3177,Syracuse,2018,9,3,Conventional,1.31,79124.36,C
6283,New York,2018,11,4,Organic,1.71,79129.99,C
1691,Spokane,2018,2,1,Conventional,1.28,79223.81,C
8928,Louisville,2017,11,4,Conventional,1.18,79284,C
580,Syracuse,2019,2,1,Conventional,1.19,79293.65,C
1428,Syracuse,2018,1,1,Conventional,1.31,79367.52,C
11866,Southeast,2017,12,4,Organic,1.48,79396.08,C
15363,South Central,2016,3,1,Organic,1.23,79411.38,A
14252,Spokane,2016,10,4,Conventional,1.23,79477.96,A
10532,Plains,2017,6,2,Organic,1.56,79491.78,C
13940,Albany,2016,9,3,Conventional,1.39,79513.63,A
3661,Boise,2018,11,4,Conventional,1.28,79519.19,C
12830,Boise,2016,4,2,Conventional,0.65,79562.45,C
9736,Plains,2017,3,1,Organic,1.39,79590.74,C
3175,Spokane,2018,9,3,Conventional,1.5,79604.01,C
1276,Boise,2018,1,1,Conventional,1.13,79646.97,C
13247,Syracuse,2016,6,2,Conventional,1.29,79669.3,C
13837,Boise,2016,9,3,Conventional,1.01,79683.06,A
14916,Los Angeles,2016,1,1,Organic,1.06,79706.09,A
5283,Plains,2018,7,3,Organic,1.35,79734.8,C
5276,New York,2018,7,3,Organic,1.94,79750.46,C
7258,Syracuse,2017,4,2,Conventional,1.61,79779.92,C
12532,Louisville,2016,3,1,Conventional,1.07,79810.59,C
5011,New York,2018,5,2,Organic,1.87,79858.6,C
6675,Syracuse,2017,1,1,Conventional,1.52,79859.72,C
4216,New York,2018,2,1,Organic,1.92,79877.83,C
14764,Northeast,2016,1,1,Organic,1.54,79900.43,A
11848,New York,2017,12,4,Organic,1.79,79929.45,C
13194,Syracuse,2016,6,2,Conventional,1.31,80015.17,C
9193,Louisville,2017,12,4,Conventional,1.18,80024.09,C
14810,Los Angeles,2016,1,1,Organic,1.08,80027.43,A
9140,Louisville,2017,12,4,Conventional,1.07,80191.11,C
13921,Pittsburgh,2016,9,3,Conventional,1.33,80206.95,A
16212,Southeast,2016,7,3,Organic,1.4,80274.62,A
10735,New York,2017,7,3,Organic,1.79,80280.09,C
17481,Seattle,2016,12,4,Organic,0.81,80324.51,A
6389,New York,2018,11,4,Organic,2.08,80343.21,C
8345,Louisville,2017,9,3,Conventional,1.64,80371.08,C
3393,Albany,2018,10,4,Conventional,1.44,80447.53,C
9058,Spokane,2017,12,4,Conventional,1.16,80464,C
8292,Louisville,2017,8,3,Conventional,1.62,80466.47,C
1806,Boise,2018,3,1,Conventional,1.26,80611.01,C
14716,Pittsburgh,2016,12,4,Conventional,1.26,80688.76,A
14557,Pittsburgh,2016,12,4,Conventional,1.27,80731.39,A
11916,Seattle,2017,12,4,Organic,1.25,80744.59,C
945,Seattle,2019,1,1,Organic,1.56,80755,C
1647,Boise,2018,2,1,Conventional,1.25,80833.06,C
9060,Syracuse,2017,12,4,Conventional,1.25,80838,C
3396,Boise,2018,10,4,Conventional,1.32,80859.1,C
6177,New York,2018,10,4,Organic,1.74,80883.88,C
15022,Los Angeles,2016,2,1,Organic,1.07,80943.91,A
13645,Louisville,2016,8,3,Conventional,1.3,80997.55,A
14464,Spokane,2016,11,4,Conventional,1.14,81018.31,A
9960,Southeast,2017,4,2,Organic,1.51,81061.62,C
8802,Boise,2017,11,4,Conventional,1.21,81104.74,C
15513,Portland,2016,4,2,Organic,0.96,81224.11,A
9949,Plains,2017,4,2,Organic,1.55,81276.27,C
15343,Midsouth,2016,3,1,Organic,1.37,81394.4,A
14969,Los Angeles,2016,1,1,Organic,1.02,81433.73,A
17460,Los Angeles,2016,12,4,Organic,1.17,81458.1,A
3122,Spokane,2018,8,3,Conventional,1.47,81461.08,C
13887,Albany,2016,9,3,Conventional,1.37,81473.15,A
11919,Southeast,2017,12,4,Organic,1.5,81483.62,C
3387,Spokane,2018,9,3,Conventional,1.34,81486.71,C
619,Plains,2019,2,1,Organic,1.17,81608.66,C
12344,Spokane,2016,2,1,Conventional,0.95,81626.44,C
11654,Southeast,2017,11,4,Organic,1.73,81645.24,C
10472,New York,2017,6,2,Organic,2.39,81679.26,C
14316,Buffalo/Rochester,2016,11,4,Conventional,1.64,81691.65,A
12668,Albany,2016,4,2,Conventional,0.85,81694.23,C
14175,Louisville,2016,10,4,Conventional,1.1,81707.99,A
11707,Southeast,2017,11,4,Organic,1.59,81736.75,C
15449,Midsouth,2016,4,2,Organic,1.58,81780.18,A
3502,Boise,2018,10,4,Conventional,1.23,81789.4,C
8855,Boise,2017,11,4,Conventional,1.23,81827,C
14705,Louisville,2016,12,4,Conventional,1.01,81833.86,A
9896,Plains,2017,3,1,Organic,1.51,81982.77,C
3071,Syracuse,2018,8,3,Conventional,1.2,82055.83,C
578,Spokane,2019,2,1,Conventional,1.3,82073.09,C
13141,Syracuse,2016,5,2,Conventional,1.36,82173.8,C
11106,New York,2017,9,3,Organic,2.14,82176.04,C
5329,New York,2018,7,3,Organic,1.96,82191.93,C
7497,Louisville,2017,5,2,Conventional,1.27,82244.67,C
15237,Midsouth,2016,3,1,Organic,1.44,82249.97,A
3925,Baltimore/Washington,2018,1,1,Organic,1.15,82282.71,C
10002,Plains,2017,4,2,Organic,1.56,82376.37,C
13943,Boise,2016,9,3,Conventional,0.97,82377.77,A
5442,Plains,2018,7,3,Organic,1.32,82432.16,C
1850,Spokane,2018,3,1,Conventional,1.3,82487.75,C
13095,Boise,2016,5,2,Conventional,0.63,82549.14,C
4594,Plains,2018,4,2,Organic,1.54,82570.44,C
12883,Boise,2016,5,2,Conventional,0.63,82585.83,C
13563,Spokane,2016,7,3,Conventional,1.08,82617.47,A
203,Seattle,2019,3,1,Organic,1.73,82625.68,C
3951,New York,2018,1,1,Organic,1.97,82637.97,C
5117,New York,2018,6,2,Organic,1.85,82648.09,C
13804,Louisville,2016,8,3,Conventional,1.13,82663.2,A
3555,Boise,2018,10,4,Conventional,1.2,82698.85,C
2592,Spokane,2018,6,2,Conventional,1.39,82736.12,C
3913,Seattle,2018,1,1,Organic,1.24,82749.14,C
14509,Roanoke,2016,11,4,Conventional,1.31,82819.13,A
13857,Louisville,2016,9,3,Conventional,1.11,82940.98,A
17149,Northeast,2016,11,4,Organic,2.13,82987.85,A
12565,Boise,2016,3,1,Conventional,0.94,83080.73,C
13934,Spokane,2016,9,3,Conventional,0.98,83096.19,A
3389,Syracuse,2018,9,3,Conventional,1.37,83218.01,C
380,Chicago,2019,3,1,Organic,1.46,83300.32,C
14750,Great Lakes,2016,1,1,Organic,1.44,83325.98,A
17304,Midsouth,2016,12,4,Organic,1.59,83334.43,A
12929,Syracuse,2016,5,2,Conventional,1.31,83407.69,C
89,Plains,2019,3,1,Organic,1.2,83452.29,B
12609,Spokane,2016,3,1,Conventional,1.02,83457.56,C
3078,Boise,2018,8,3,Conventional,1.45,83471.35,C
3778,Grand Rapids,2018,11,4,Conventional,1.95,83483.14,C
12744,Louisville,2016,4,2,Conventional,0.9,83504.74,C
13881,Spokane,2016,9,3,Conventional,1.12,83575.85,A
8057,Albany,2017,7,3,Conventional,1.61,83599.96,C
13828,Spokane,2016,8,3,Conventional,1.12,83627.94,A
15082,Northeast,2016,2,1,Organic,1.95,83662.7,A
2965,Syracuse,2018,8,3,Conventional,1.26,83672.83,C
12108,Louisville,2016,1,1,Conventional,0.9,83687.48,C
12194,Boise,2016,1,1,Conventional,0.94,83755.38,C
11335,South Central,2017,10,4,Organic,2.29,83783.04,C
8696,Boise,2017,10,4,Conventional,1.43,83842.86,C
13616,Spokane,2016,7,3,Conventional,1.14,83902.91,A
13722,Spokane,2016,8,3,Conventional,1.14,83933.43,A
13731,Boise,2016,8,3,Conventional,0.9,84013.04,A
4852,New York,2018,5,2,Organic,1.92,84040.48,C
14610,Pittsburgh,2016,12,4,Conventional,1.21,84144.99,A
612,New York,2019,2,1,Organic,1.69,84164.07,C
5336,Plains,2018,7,3,Organic,1.35,84166.78,C
14102,Boise,2016,10,4,Conventional,1.03,84234.53,A
5223,New York,2018,6,2,Organic,1.95,84263.88,C
10384,Southeast,2017,5,2,Organic,1.81,84319.76,C
13353,Syracuse,2016,6,2,Conventional,1.43,84340.47,A
15416,South Central,2016,3,1,Organic,1.25,84351.3,A
13459,Syracuse,2016,7,3,Conventional,1.29,84386.24,A
8004,Albany,2017,7,3,Conventional,1.49,84416.61,C
1043,Plains,2019,1,1,Organic,1.25,84717.51,C
12384,Pittsburgh,2016,2,1,Conventional,1.23,84755.36,C
5389,Plains,2018,7,3,Organic,1.28,84789.46,C
7633,Albany,2017,6,2,Conventional,1.7,84842.97,C
3840,Louisville,2018,12,4,Conventional,1.16,84863.72,C
8620,Phoenix/Tucson,2017,10,4,Conventional,1.6,84870.68,C
2064,Syracuse,2018,4,2,Conventional,1.09,84904.58,C
13221,Louisville,2016,6,2,Conventional,1.16,84926.73,C
16424,Southeast,2016,8,3,Organic,1.39,84966.16,A
1481,Syracuse,2018,1,1,Conventional,1.45,84994.86,C
7020,Louisville,2017,3,1,Conventional,1.18,85005.19,C
17255,Northeast,2016,11,4,Organic,2.13,85024.33,A
1373,Spokane,2018,1,1,Conventional,1.18,85027.89,C
6033,Seattle,2018,10,4,Organic,2.04,85090.69,C
5018,Plains,2018,5,2,Organic,1.3,85146.12,C
13406,Syracuse,2016,7,3,Conventional,1.37,85205.46,A
14451,Pittsburgh,2016,11,4,Conventional,1.27,85227.73,A
14634,Buffalo/Rochester,2016,12,4,Conventional,1.36,85340.08,A
156,Syracuse,2019,3,1,Conventional,1.18,85396.87,C
8833,Pittsburgh,2017,11,4,Conventional,1.54,85430.88,C
9067,Boise,2017,12,4,Conventional,1.08,85496.29,C
13698,Louisville,2016,8,3,Conventional,1.25,85551.19,A
10055,Plains,2017,4,2,Organic,1.59,85609.54,C
12982,Syracuse,2016,5,2,Conventional,1.23,85623.78,C
1644,Albany,2018,2,1,Conventional,1.43,85630.24,C
6245,Seattle,2018,11,4,Organic,1.55,85632.09,C
1329,Boise,2018,1,1,Conventional,1.3,85697.65,C
10013,Southeast,2017,4,2,Organic,1.34,85742.82,C
3446,Albany,2018,10,4,Conventional,1.42,85766.46,C
368,Syracuse,2019,3,1,Conventional,1.2,85815.28,C
1912,Boise,2018,3,1,Conventional,1.28,85839.98,C
3605,Albany,2018,11,4,Conventional,1.31,85933.39,C
10320,Plains,2017,5,2,Organic,1.57,85984.55,C
13592,Louisville,2016,7,3,Conventional,1.24,86030.88,A
8822,Louisville,2017,11,4,Conventional,1.18,86085.33,C
7998,Spokane,2017,7,3,Conventional,1.35,86112.54,C
14398,Pittsburgh,2016,11,4,Conventional,1.26,86306.22,A
12774,Albany,2016,4,2,Conventional,1.22,86433.63,C
17251,Midsouth,2016,11,4,Organic,1.7,86492.45,A
7530,Boise,2017,5,2,Conventional,1.29,86532.91,C
15469,South Central,2016,4,2,Organic,1.22,86545.27,A
5859,New York,2018,9,3,Organic,1.95,86558.86,C
4004,New York,2018,1,1,Organic,1.91,86632.25,C
9014,Boise,2017,12,4,Conventional,1.14,86646,C
15257,South Central,2016,3,1,Organic,1.21,86686.51,A
7053,Boise,2017,3,1,Conventional,1.15,86727.42,C
17357,Midsouth,2016,12,4,Organic,1.46,86740.86,A
8600,Detroit,2017,10,4,Conventional,2.19,86753.64,C
14781,Southeast,2016,1,1,Organic,1.32,86759.88,A
2009,Spokane,2018,4,2,Conventional,1.29,86790.88,C
1030,Los Angeles,2019,1,1,Organic,1.8,86816.63,C
14292,Pittsburgh,2016,10,4,Conventional,1.25,86820.55,A
9351,Los Angeles,2017,1,1,Organic,1.3,86845.72,C
14040,Spokane,2016,9,3,Conventional,1.09,86853.6,A
15310,South Central,2016,3,1,Organic,1.24,86860.92,A
8645,Buffalo/Rochester,2017,10,4,Conventional,1.5,86880.78,C
12724,Boise,2016,4,2,Conventional,0.82,86897.72,C
15396,Midsouth,2016,3,1,Organic,1.4,86908.34,A
8899,Spokane,2017,11,4,Conventional,1.17,86928,C
8316,Spokane,2017,8,3,Conventional,1.42,86969.36,C
7974,Louisville,2017,7,3,Conventional,1.44,87217.2,C
12331,Pittsburgh,2016,2,1,Conventional,1.14,87228.1,C
13775,Spokane,2016,8,3,Conventional,1.09,87249.43,A
16159,Southeast,2016,7,3,Organic,1.16,87258.97,A
8625,Richmond/Norfolk,2017,10,4,Conventional,1.66,87278.58,C
10331,Southeast,2017,5,2,Organic,1.67,87299.49,C
7629,Syracuse,2017,5,2,Conventional,1.71,87335.11,C
6383,Los Angeles,2018,11,4,Organic,1.67,87364.03,C
14369,Buffalo/Rochester,2016,11,4,Conventional,1.6,87366.58,A
2963,Spokane,2018,8,3,Conventional,1.4,87441.9,C
15135,Northeast,2016,2,1,Organic,1.77,87442.77,A
15361,Seattle,2016,3,1,Organic,0.98,87462.26,A
733,Seattle,2019,2,1,Organic,1.43,87475.9,C
14186,Pittsburgh,2016,10,4,Conventional,1.27,87503.46,A
3945,Los Angeles,2018,1,1,Organic,1.8,87517.23,C
13996,Boise,2016,9,3,Conventional,0.91,87557.13,A
630,Southeast,2019,2,1,Organic,1.31,87618.63,C
13963,Louisville,2016,9,3,Conventional,1.26,87633.41,A
82,New York,2019,3,1,Organic,1.76,87643.58,B
14976,Northeast,2016,1,1,Organic,1.73,87698.15,A
16884,Northeast,2016,10,4,Organic,1.91,87711.53,A
3234,Albany,2018,9,3,Conventional,1.46,87765.56,C
2866,Boise,2018,7,3,Conventional,1.35,87776.65,C
8886,Pittsburgh,2017,11,4,Conventional,1.51,87818,C
12403,Albany,2016,2,1,Conventional,1.26,87822.43,C
6124,New York,2018,10,4,Organic,1.72,87829.32,C
12596,Pittsburgh,2016,3,1,Conventional,1.17,87881.33,C
10788,New York,2017,7,3,Organic,1.85,87888.29,C
9889,New York,2017,3,1,Organic,2.18,87897.32,C
16407,Northeast,2016,8,3,Organic,1.88,87942.88,A
9204,Pittsburgh,2017,12,4,Conventional,1.29,87945.29,C
12702,Pittsburgh,2016,4,2,Conventional,1.26,87991.76,C
8219,Boise,2017,8,3,Conventional,1.37,88030.54,C
12238,Spokane,2016,1,1,Conventional,1,88040.94,C
12479,Louisville,2016,3,1,Conventional,1.02,88102.95,C
842,Southeast,2019,2,1,Organic,1.23,88181.96,C
1532,Spokane,2018,1,1,Conventional,1.16,88197.75,C
3287,Albany,2018,9,3,Conventional,1.48,88258.21,C
7152,Syracuse,2017,3,1,Conventional,1.37,88278.7,C
9354,Midsouth,2017,1,1,Organic,1.67,88279.56,C
6629,Boise,2017,1,1,Conventional,1.01,88317.73,C
6891,Albany,2017,2,1,Conventional,1.4,88371.09,C
686,Syracuse,2019,2,1,Conventional,1.1,88469.82,C
6573,Albany,2017,1,1,Conventional,1.55,88526.26,C
12225,Pittsburgh,2016,1,1,Conventional,1.22,88551.72,C
5912,New York,2018,9,3,Organic,1.95,88571.06,C
10207,New York,2017,5,2,Organic,2.34,88625.27,C
8239,Louisville,2017,8,3,Conventional,1.56,88644.49,C
1435,Boise,2018,1,1,Conventional,1.25,88727.77,C
13678,Boise,2016,8,3,Conventional,0.93,88787.27,A
4263,Los Angeles,2018,2,1,Organic,1.88,88854.41,C
16301,Northeast,2016,7,3,Organic,1.89,88923.85,A
4859,Plains,2018,5,2,Organic,1.48,88967.81,C
5541,New York,2018,8,3,Organic,1.93,89036.78,C
14581,Buffalo/Rochester,2016,12,4,Conventional,1.47,89037.86,A
288,Los Angeles,2019,3,1,Organic,1.76,89059.79,C
8939,Pittsburgh,2017,11,4,Conventional,1.5,89083,C
17096,Northeast,2016,11,4,Organic,2.07,89099.08,A
849,Albany,2019,1,1,Conventional,1.25,89103.75,C
7470,Syracuse,2017,5,2,Conventional,1.63,89105.75,C
3812,St. Louis,2018,11,4,Conventional,1.6,89186.9,C
9693,Southeast,2017,2,1,Organic,1.12,89221.79,C
13463,Albany,2016,7,3,Conventional,1.31,89228.02,A
13815,Pittsburgh,2016,8,3,Conventional,1.4,89247.85,A
15204,South Central,2016,2,1,Organic,1.24,89262.56,A
11601,Southeast,2017,11,4,Organic,1.8,89263.65,C
11018,Southeast,2017,8,3,Organic,1.96,89270.61,C
7792,Albany,2017,6,2,Conventional,1.53,89303.04,C
4640,New York,2018,4,2,Organic,1.93,89322.48,C
7315,Albany,2017,4,2,Conventional,1.34,89327.1,C
2647,Syracuse,2018,6,2,Conventional,1.19,89337.5,C
6596,Louisville,2017,1,1,Conventional,1.06,89361.43,C
14923,Northeast,2016,1,1,Organic,1.82,89368.59,A
13751,Louisville,2016,8,3,Conventional,1.16,89370.33,A
15075,Los Angeles,2016,2,1,Organic,1.09,89422.16,A
16827,Midsouth,2016,10,4,Organic,1.86,89438.27,A
14133,Pittsburgh,2016,10,4,Conventional,1.29,89506.29,A
13669,Spokane,2016,8,3,Conventional,1.16,89531.14,A
12185,Spokane,2016,1,1,Conventional,0.97,89537.48,C
2170,Syracuse,2018,4,2,Conventional,1.19,89555.63,C
3608,Boise,2018,11,4,Conventional,1.19,89567.93,C
14962,Great Lakes,2016,1,1,Organic,1.45,89574.32,A
4693,New York,2018,4,2,Organic,1.85,89628.01,C
4647,Plains,2018,4,2,Organic,1.46,89665.24,C
1799,Syracuse,2018,3,1,Conventional,1.1,89700.27,C
13890,Boise,2016,9,3,Conventional,0.89,89822.98,A
606,Los Angeles,2019,2,1,Organic,1.71,89865.15,C
12035,Boise,2016,1,1,Conventional,0.93,89880.9,C
7232,Louisville,2017,4,2,Conventional,1.2,89926.02,C
13762,Pittsburgh,2016,8,3,Conventional,1.42,89949.42,A
12406,Boise,2016,2,1,Conventional,0.89,89981.54,C
11972,Southeast,2017,12,4,Organic,1.57,90080.71,C
4958,New York,2018,5,2,Organic,1.91,90085.62,C
13910,Louisville,2016,9,3,Conventional,1.21,90086.4,A
1142,New York,2019,1,1,Organic,1.71,90089.58,C
11159,New York,2017,9,3,Organic,2.07,90178.82,C
13351,Spokane,2016,6,2,Conventional,1.02,90301.82,A
14239,Pittsburgh,2016,10,4,Conventional,1.3,90368.85,A
8780,Pittsburgh,2017,10,4,Conventional,1.52,90393.33,C
11495,Southeast,2017,10,4,Organic,1.91,90426.45,C
8080,Louisville,2017,7,3,Conventional,1.3,90428.76,C
5071,Plains,2018,6,2,Organic,1.31,90473.69,C
7262,Albany,2017,4,2,Conventional,1.62,90487.05,C
16442,Dallas/Ft. Worth,2016,8,3,Organic,0.86,90500.74,A
9301,Midsouth,2017,1,1,Organic,1.61,90503.81,C
12013,Pittsburgh,2016,1,1,Conventional,1.27,90521.74,C
4846,Los Angeles,2018,5,2,Organic,1.66,90590.94,C
12456,Albany,2016,3,1,Conventional,1.27,90633.66,C
2910,Spokane,2018,7,3,Conventional,1.39,90671.45,C
1110,Syracuse,2019,1,1,Conventional,1.12,90712.8,C
13457,Spokane,2016,7,3,Conventional,1.06,90750.72,A
10700,Southeast,2017,7,3,Organic,1.72,90791.94,C
1852,Syracuse,2018,3,1,Conventional,1.12,90823.29,C
2751,Spokane,2018,7,3,Conventional,1.39,90910.2,C
8698,Buffalo/Rochester,2017,10,4,Conventional,1.5,90910.72,C
12293,Syracuse,2016,2,1,Conventional,1.28,90935.19,C
2011,Syracuse,2018,4,2,Conventional,1.16,90940.67,C
11282,South Central,2017,9,3,Organic,2.25,90946.17,C
4316,Los Angeles,2018,2,1,Organic,1.74,90985.4,C
1753,Boise,2018,3,1,Conventional,1.22,91070.8,C
14856,Great Lakes,2016,1,1,Organic,1.46,91071.06,A
4700,Plains,2018,4,2,Organic,1.5,91071.49,C
12543,Pittsburgh,2016,3,1,Conventional,1.17,91112.78,C
11759,South Central,2017,11,4,Organic,1.57,91204.54,C
9675,New York,2017,2,1,Organic,1.77,91212.34,C
6192,Seattle,2018,10,4,Organic,1.52,91235.6,C
15290,Midsouth,2016,3,1,Organic,1.4,91287.93,A
13974,Pittsburgh,2016,9,3,Conventional,1.27,91298.63,A
3124,Syracuse,2018,8,3,Conventional,1.11,91300.75,C
3652,Spokane,2018,11,4,Conventional,1.22,91400.58,C
14623,Spokane,2016,12,4,Conventional,0.96,91423.14,A
12691,Louisville,2016,4,2,Conventional,0.85,91459.57,C
3025,Boise,2018,8,3,Conventional,1.41,91549.15,C
13298,Spokane,2016,6,2,Conventional,0.96,91554.79,A
6267,Denver,2018,11,4,Organic,1.22,91563.53,C
6872,Pittsburgh,2017,2,1,Conventional,1.33,91579.18,C
15522,South Central,2016,4,2,Organic,1.21,91639,A
15128,Los Angeles,2016,2,1,Organic,1.07,91664.08,A
9510,Los Angeles,2017,2,1,Organic,1.19,91687.96,C
5435,New York,2018,7,3,Organic,1.9,91720.13,C
6520,Albany,2017,1,1,Conventional,1.55,91728.18,C
4528,Los Angeles,2018,3,1,Organic,1.74,91739.92,C
3734,Louisville,2018,11,4,Conventional,1.14,91776,C
7686,Albany,2017,6,2,Conventional,1.65,91949.26,C
736,Southeast,2019,2,1,Organic,1.27,91969.87,C
3916,Southeast,2018,1,1,Organic,1.4,92000.75,C
4806,Plains,2018,4,2,Organic,1.51,92039.11,C
14205,Albany,2016,10,4,Conventional,1.19,92080.35,A
2859,Syracuse,2018,7,3,Conventional,1.14,92132.75,C
8997,Roanoke,2017,11,4,Conventional,1.16,92146,C
5965,New York,2018,9,3,Organic,1.92,92188.39,C
3230,Syracuse,2018,9,3,Conventional,1.37,92225.68,C
7574,Spokane,2017,5,2,Conventional,1.14,92273.1,C
11548,Southeast,2017,10,4,Organic,1.84,92281.1,C
9064,Albany,2017,12,4,Conventional,1.29,92325.53,C
6330,Los Angeles,2018,11,4,Organic,1.76,92326.3,C
474,Syracuse,2019,2,1,Conventional,1.11,92370.76,C
12088,Boise,2016,1,1,Conventional,0.92,92385.23,C
13510,Spokane,2016,7,3,Conventional,0.98,92386.91,A
4799,New York,2018,4,2,Organic,1.95,92412.79,C
14080,Pittsburgh,2016,10,4,Conventional,1.3,92483.87,A
8027,Louisville,2017,7,3,Conventional,1.37,92486.04,C
3711,Albany,2018,11,4,Conventional,1.33,92515.35,C
12615,Albany,2016,3,1,Conventional,1.49,92529.27,C
7689,Boise,2017,6,2,Conventional,1.21,92547.42,C
12850,Louisville,2016,4,2,Conventional,0.93,92553.22,C
12450,Spokane,2016,2,1,Conventional,0.95,92596.44,C
7156,Albany,2017,4,2,Conventional,1.62,92621.11,C
5753,New York,2018,9,3,Organic,1.95,92657.31,C
14345,Pittsburgh,2016,11,4,Conventional,1.25,92657.44,A
5800,Los Angeles,2018,9,3,Organic,1.83,92729.22,C
7050,Albany,2017,3,1,Conventional,1.6,92774.61,C
4602,Seattle,2018,4,2,Organic,1.46,92822.06,C
7742,Boise,2017,6,2,Conventional,1.21,92906.33,C
8110,Albany,2017,8,3,Conventional,1.53,92938.17,C
4210,Los Angeles,2018,2,1,Organic,1.74,92968.52,C
1594,Boise,2018,2,1,Conventional,1.14,93106.27,C
14668,Roanoke,2016,12,4,Conventional,1.15,93106.8,A
2806,Syracuse,2018,7,3,Conventional,1.25,93187.98,C
4163,New York,2018,2,1,Organic,1.83,93204.08,C
7150,Spokane,2017,3,1,Conventional,1.09,93209.14,C
2919,Boise,2018,8,3,Conventional,1.28,93288.45,C
9783,New York,2017,3,1,Organic,2.26,93328.69,C
13709,Pittsburgh,2016,8,3,Conventional,1.42,93415.78,A
4912,Plains,2018,5,2,Organic,1.39,93423.91,C
9098,Pittsburgh,2017,12,4,Conventional,1.27,93436.57,C
8186,Louisville,2017,8,3,Conventional,1.38,93447.51,C
4708,Seattle,2018,4,2,Organic,1.44,93479.1,C
3769,Buffalo/Rochester,2018,11,4,Conventional,1.63,93487.87,C
7338,Louisville,2017,4,2,Conventional,1.17,93502.86,C
4475,Los Angeles,2018,3,1,Organic,1.72,93566.16,C
12649,Pittsburgh,2016,3,1,Conventional,1.15,93607.68,C
1485,Albany,2018,1,1,Conventional,1.57,93625.03,C
7318,Boise,2017,4,2,Conventional,1.14,93656.08,C
7391,Louisville,2017,4,2,Conventional,1.26,93663.48,C
